playerId,teamId,fullName,firstName,lastName,Position,yearsPro,startNBA,College,Country,DateOfBirth,Height,Weight
177,24,Evan Fournier,Evan,Fournier,G-F,9,2012,Poitiers Basket 86,France,1992-10-29,1.98,93.0
180,7,Channing Frye,Channing,Frye,C,0,0,,,,,
181,1,Danilo Gallinari,Danilo,Gallinari,F,12,2008,Olimpia Milano,Italy,1988-08-08,2.08,107.0
182,21,Langston Galloway,Langston,Galloway,G,7,2014,St. Joseph's (PA),USA,1991-12-09,1.85,90.7
184,19,Marc Gasol,Marc,Gasol,C,13,2008,FC Barcelona,Spain,1985-01-29,2.11,115.7
186,40,Rudy Gay,Rudy,Gay,F-G,15,2006,Connecticut,USA,1986-08-17,2.03,113.4
189,16,Paul George,Paul,George,F,11,2010,Fresno State,USA,1990-05-02,2.03,99.8
190,24,Taj Gibson,Taj,Gibson,F,12,2009,Southern California,USA,1985-06-24,2.06,105.2
191,31,Manu Ginobili,Manu,Ginobili,G,16,2002,"Bahia Blanca, Argentina",Argentina,1977-07-28,1.98,93.0
192,40,Rudy Gobert,Rudy,Gobert,C,8,2013,Cholet,France,1992-06-26,2.16,117.0
195,9,Aaron Gordon,Aaron,Gordon,F,7,2014,Arizona,USA,1995-09-16,2.03,106.6
196,14,Eric Gordon,Eric,Gordon,G,13,2008,Indiana,USA,1988-12-25,1.9,97.5
200,10,Jerami Grant,Jerami,Grant,F,7,2014,Syracuse,USA,1994-03-12,2.03,95.3
202,,WILL GRAVES,WILL,GRAVES,F,0,0,,,,,
203,27,Danny Green,Danny,Green,G,12,2009,North Carolina,USA,1987-06-22,1.98,97.5
204,11,Draymond Green,Draymond,Green,F,9,2012,Michigan State,USA,1990-03-04,1.98,104.3
206,9,JaMychal Green,JaMychal,Green,F-C,7,2014,Alabama,USA,1990-06-21,2.03,103.0
207,9,Jeff Green,Jeff,Green,F,13,2007,Georgetown,USA,1986-08-28,2.03,106.6
208,4,Blake Griffin,Blake,Griffin,F,11,2010,Oklahoma,USA,1989-03-16,2.06,113.4
214,12,Tyler Hansbrough,Tyler,Hansbrough,F,0,0,,,,,
215,8,Tim Hardaway Jr.,Tim,Hardaway Jr.,G-F,8,2013,Michigan,USA,1992-03-16,1.96,93.0
216,4,James Harden,James,Harden,G,12,2009,Arizona State,USA,1989-08-26,1.96,99.8
217,30,Maurice Harkless,Maurice,Harkless,F-G,9,2012,St. John's,USA,1993-05-11,2.01,99.8
218,41,Montrezl Harrell,Montrezl,Harrell,F-C,6,2015,Louisville,USA,1994-01-26,2.01,108.9
219,8,Devin Harris,Devin,Harris,G,0,0,,,,,
220,26,Gary Harris,Gary,Harris,G,7,2014,Michigan State,USA,1994-09-14,1.93,95.3
221,4,Joe Harris,Joe,Harris,G-F,7,2014,Virginia,USA,1991-09-06,1.98,99.8
222,27,Tobias Harris,Tobias,Harris,F,10,2011,Tennessee,USA,1992-07-15,2.01,102.5
223,8,Aaron Harrison,Aaron,Harrison,G,3,2015,Kentucky,USA,1994-10-28,1.98,95.3
225,20,Udonis Haslem,Udonis,Haslem,F,18,2003,Florida,USA,1980-06-09,2.03,106.6
227,5,Gordon Hayward,Gordon,Hayward,F,11,2010,Butler,USA,1990-03-23,2.01,102.1
230,2,Juancho Hernangomez,Juancho,Hernangomez,F,5,2016,Estudiantes,Spain,1995-09-28,2.06,97.1
231,23,Willy Hernangomez,Willy,Hernangomez,C-F,5,2016,Cajasol Sevilla,Spain,1994-05-27,2.11,113.4
232,19,Mario Hezonja,Mario,Hezonja,F-G,5,2015, ,Croatia,1995-02-25,2.03,99.8
236,30,Buddy Hield,Buddy,Hield,G,5,2016,Oklahoma,Bahamas,1992-12-17,1.93,99.8
237,21,George Hill,George,Hill,G,13,2008,Indiana-Purdue Indianapolis,USA,1986-05-04,1.93,85.3
239,24,Solomon Hill,Solomon,Hill,F,8,2013,Arizona,USA,1991-03-18,1.98,102.5
240,31,Darrun Hilliard,Darrun,Hilliard,F,0,0,,,,,
242,21,Jrue Holiday,Jrue,Holiday,G,12,2009,UCLA,USA,1990-06-12,1.9,93.0
243,15,Justin Holiday,Justin,Holiday,F-G,8,2012,Washington,USA,1989-04-05,1.98,81.6
244,7,John Holland,John,Holland,G,1,2017,Boston U.,USA,1988-11-06,1.96,93.0
245,29,Rondae Hollis-Jefferson,Rondae,Hollis-Jefferson,F,6,2015,Arizona,USA,1995-01-03,1.98,98.4
246,30,Richaun Holmes,Richaun,Holmes,F,6,2015,Bowling Green,USA,1993-10-15,2.08,106.6
247,21,Rodney Hood,Rodney,Hood,G-F,7,2014,Duke,USA,1992-10-20,2.03,94.3
248,2,Al Horford,Al,Horford,C-F,14,2007,Florida,Dominican Republic,1986-06-03,2.06,108.9
249,40,Danuel House Jr.,Danuel,House Jr.,F-G,5,2016,Texas A&M,USA,1993-06-07,1.98,99.8
250,17,Dwight Howard,Dwight,Howard,C-F,17,2004,SW Atlanta Christian Academy (GA),USA,1985-12-08,2.08,120.2
254,2,RJ Hunter,RJ,Hunter,G,4,2015,Georgia State,USA,1993-10-24,1.96,83.9
255,16,Serge Ibaka,Serge,Ibaka,F,12,2009,Ricoh Manresa,Republic of the Congo,1989-09-18,2.08,106.6
256,11,Andre Iguodala,Andre,Iguodala,G-F,17,2004,Arizona,USA,1984-01-28,1.98,97.5
258,40,Joe Ingles,Joe,Ingles,F-G,7,2014,Maccabi Tel Aviv,Australia,1987-10-02,2.03,99.8
260,23,Brandon Ingram,Brandon,Ingram,F,5,2016,Duke,USA,1997-09-02,2.03,86.2
261,4,Kyrie Irving,Kyrie,Irving,G,10,2011,Duke,Australia,1992-03-23,1.88,88.5
264,16,Reggie Jackson,Reggie,Jackson,G,10,2011,Boston College,USA,1990-04-16,1.88,94.3
265,17,LeBron James,LeBron,James,F,18,2003,St. Vincent-St. Mary HS (OH),USA,1984-12-30,2.06,113.4
266,15,Al Jefferson,Al,Jefferson,C,14,2004,Prentiss HS (MS),USA,1985-01-04,2.08,127.0
267,9,Richard Jefferson,Richard,Jefferson,F,0,0,,,,,
268,24,John Jenkins,John,Jenkins,G,6,2012,Vanderbilt,USA,1991-03-06,1.93,97.5
269,21,Brandon Jennings,Brandon,Jennings,G,9,2009,Oak Hill Academy (VA),USA,1989-09-23,1.85,77.1
270,11,Jonas Jerebko,Jonas,Jerebko,F,0,0,,,,,
271,27,Amir Johnson,Amir,Johnson,C-F,14,2005,No College,USA,1987-05-01,2.06,108.9
274,4,James Johnson,James,Johnson,F,12,2009,Wake Forest,USA,1987-02-20,2.01,108.9
276,17,Stanley Johnson,Stanley,Johnson,F-G,6,2015,Arizona,USA,1996-05-29,1.98,109.8
277,31,Tyler Johnson,Tyler,Johnson,G,7,2014,Fresno State,USA,1992-05-07,1.9,84.4
278,41,Wesley Johnson,Wesley,Johnson,F-G,9,2010,Syracuse,USA,1987-07-11,2.01,97.5
279,9,Nikola Jokic,Nikola,Jokic,C,6,2015,Mega Basket,Serbia,1995-02-19,2.11,128.8
281,30,Damian Jones,Damian,Jones,C,5,2016,Vanderbilt,USA,1995-06-30,2.11,111.1
283,6,Derrick Jones Jr.,Derrick,Jones Jr.,F,5,2016,UNLV,USA,1997-02-15,1.98,95.3
285,19,Tyus Jones,Tyus,Jones,G,6,2015,Duke,USA,1996-05-10,1.83,88.9
286,17,DeAndre Jordan,DeAndre,Jordan,C,13,2008,Texas A&M,USA,1988-07-21,2.11,120.2
287,10,Cory Joseph,Cory,Joseph,G,10,2011,Texas-Austin,Canada,1991-08-20,1.9,90.7
290,28,Frank Kaminsky,Frank,Kaminsky,F-C,6,2015,Wisconsin,USA,1993-04-04,2.13,108.9
291,2,Enes Freedom,Enes,Freedom,C,10,2011,Fenerbahce,Turkey,1992-05-20,2.08,113.4
296,6,Sean Kilpatrick,Sean,Kilpatrick,G,4,2014,Cincinnati,USA,1990-01-06,1.93,96.2
297,8,Brandon Knight,Brandon,Knight,G,8,2011,Kentucky,USA,1991-12-02,1.88,82.6
298,,DANIEL KOPERBERG,DANIEL,KOPERBERG,C,0,0,,,,,
299,21,Kyle Korver,Kyle,Korver,G-F,17,2003,Creighton,USA,1981-03-17,2.01,96.2
300,30,Kosta Koufos,Kosta,Koufos,C,11,2008,Ohio State,USA,1989-02-24,2.13,111.1
303,15,Jeremy Lamb,Jeremy,Lamb,G-F,9,2012,Connecticut,USA,1992-05-30,1.96,81.6
306,2,Shane Larkin,Shane,Larkin,G,4,2013,Miami (FL),USA,1992-10-02,1.8,79.4
307,31,Joffrey Lauvergne,Joffrey,Lauvergne,C,0,0,,,,,
308,6,Zach LaVine,Zach,LaVine,G-F,7,2014,UCLA,USA,1995-03-10,1.96,90.7
309,41,Ty Lawson,Ty,Lawson,G,0,0,,,,,
310,22,Jake Layman,Jake,Layman,F,5,2016,Maryland,USA,1994-03-07,2.03,94.8
312,31,David Lee,David,Lee,F,0,0,,,,,
313,30,Alex Len,Alex,Len,C,8,2013,Maryland,Ukraine,1993-06-16,2.13,113.4
314,16,Kawhi Leonard,Kawhi,Leonard,F,10,2011,San Diego State,USA,1991-06-29,2.01,102.1
316,21,Jon Leuer,Jon,Leuer,F,8,2011,Wisconsin,USA,1989-05-14,2.08,103.4
317,15,Caris LeVert,Caris,LeVert,G,5,2016,Michigan,USA,1994-08-25,1.98,93.0
319,29,Damian Lillard,Damian,Lillard,G,9,2012,Weber State,USA,1990-07-15,1.88,88.5
320,38,Jeremy Lin,Jeremy,Lin,G,0,0,,,,,
321,11,Shaun Livingston,Shaun,Livingston,G,15,2004,No College,USA,1985-09-11,2.01,87.1
322,11,Kevon Looney,Kevon,Looney,F,6,2015,UCLA,USA,1996-02-06,2.06,100.7
323,21,Brook Lopez,Brook,Lopez,C,13,2008,Stanford,USA,1988-04-01,2.13,127.9
325,26,Robin Lopez,Robin,Lopez,C,13,2008,Stanford,USA,1988-04-01,2.13,127.5
326,7,Kevin Love,Kevin,Love,F-C,13,2008,UCLA,USA,1988-09-07,2.03,113.9
327,20,Kyle Lowry,Kyle,Lowry,G,15,2006,Villanova,USA,1986-03-25,1.83,88.9
329,1,Timothe Luwawu-Cabarrot,Timothe,Luwawu-Cabarrot,G-F,5,2016,Mega Basket,France,1995-05-09,2.01,97.5
331,10,Trey Lyles,Trey,Lyles,F,6,2015,Kentucky,Canada,1995-11-05,2.06,106.1
332,5,Shelvin Mack,Shelvin,Mack,G,0,0,,,,,
334,41,Ian Mahinmi,Ian,Mahinmi,C,12,2007,Pau Orthez,France,1986-11-05,2.11,118.8
337,8,Boban Marjanovic,Boban,Marjanovic,C,6,2015,Crvena zvezda,Serbia,1988-08-15,2.21,131.5
341,21,Wesley Matthews,Wesley,Matthews,G,12,2009,Marquette,USA,1986-10-14,1.93,99.8
343,14,Luc Mbah a Moute,Luc,Mbah a Moute,F,0,0,,,,,
347,29,CJ McCollum,CJ,McCollum,G,8,2013,Lehigh,USA,1991-09-19,1.9,86.2
348,15,T.J. McConnell,T.J.,McConnell,G,6,2015,Arizona,USA,1992-03-25,1.85,86.2
351,31,Doug McDermott,Doug,McDermott,F,7,2014,Creighton,USA,1992-01-03,2.01,102.1
353,28,JaVale McGee,JaVale,McGee,C-F,13,2008,Nevada-Reno,USA,1988-01-19,2.13,122.5
354,10,Rodney McGruder,Rodney,McGruder,G,5,2016,Kansas State,USA,1991-07-29,1.93,93.0
355,29,Ben McLemore,Ben,McLemore,G,8,2013,Kansas,USA,1993-02-11,1.9,88.5
356,10,Jordan McRae,Jordan,McRae,G,0,0,,,,,
358,38,Jodie Meeks,Jodie,Meeks,G,0,0,,,,,
359,8,Salah Mejri,Salah,Mejri,C,0,0,,,,,
360,20,Jordan Mickey,Jordan,Mickey,F,0,0,,,,,
361,21,Khris Middleton,Khris,Middleton,F,9,2012,Texas A&M,USA,1991-08-12,2.01,100.7
365,4,Patty Mills,Patty,Mills,G,12,2009,St.Mary's College of California,Australia,1988-08-11,1.83,81.6
366,4,Paul Millsap,Paul,Millsap,F,15,2006,Louisiana Tech,USA,1985-02-10,2.01,116.6
367,21,Nikola Mirotic,Nikola,Mirotic,F,5,2014, ,Montenegro,1991-02-11,2.08,113.4
369,41,Greg Monroe,Greg,Monroe,F-C,9,2010,Georgetown,USA,1990-06-04,2.08,113.4
371,26,E'Twaun Moore,E'Twaun,Moore,G,10,2011,Purdue,USA,1989-02-25,1.9,86.6
373,16,Marcus Morris Sr.,Marcus,Morris Sr.,F,10,2011,Kansas,USA,1989-09-02,2.03,98.9
374,20,Markieff Morris,Markieff,Morris,F,10,2011,Kansas,USA,1989-09-02,2.06,111.1
377,26,Timofey Mozgov,Timofey,Mozgov,C,9,2010, ,Russia,1986-07-16,2.16,124.7
378,30,Emmanuel Mudiay,Emmanuel,Mudiay,G,5,2015,Guangdong,DRC,1996-03-05,1.9,90.7
381,11,Xavier Munford,Xavier,Munford,G,2,2015,Rhode Island,USA,1992-06-01,1.93,78.5
382,31,Dejounte Murray,Dejounte,Murray,G,4,2016,Washington,USA,1996-09-19,1.93,81.6
383,9,Jamal Murray,Jamal,Murray,G,5,2016,Kentucky,Canada,1997-02-23,1.9,97.5
384,25,Mike Muscala,Mike,Muscala,F-C,8,2013,Bucknell,USA,1991-07-01,2.08,108.9
385,29,Larry Nance Jr.,Larry,Nance Jr.,F-C,6,2015,Wyoming,USA,1993-01-01,2.01,111.1
386,41,Shabazz Napier,Shabazz,Napier,G,6,2014,Connecticut,USA,1991-07-14,1.83,79.4
388,10,Jameer Nelson,Jameer,Nelson,G,0,0,,,,,
390,41,Raul Neto,Raul,Neto,G,6,2015,Murcia,Brazil,1992-05-19,1.88,81.6
391,27,Georges Niang,Georges,Niang,F,5,2016,Iowa State,USA,1993-06-17,2.01,104.3
393,16,Joakim Noah,Joakim,Noah,F-C,0,0,,,,,
394,24,Nerlens Noel,Nerlens,Noel,C-F,7,2014,Kentucky,USA,1994-04-10,2.11,99.8
395,38,Lucas Nogueira,Lucas,Nogueira,C,0,0,,,,,
397,8,Dirk Nowitzki,Dirk,Nowitzki,F,0,0,,,,,
398,29,Jusuf Nurkic,Jusuf,Nurkic,C,7,2014,Cedevita,Bosnia and Herzegovina,1994-08-23,2.11,131.5
400,27,Kyle O'Quinn,Kyle,O'Quinn,C-F,8,2012,Norfolk State,USA,1990-03-26,2.06,113.4
403,20,Victor Oladipo,Victor,Oladipo,G,8,2013,Indiana,USA,1992-05-04,1.93,96.6
404,10,Kelly Olynyk,Kelly,Olynyk,F-C,8,2013,Gonzaga,Canada,1991-04-19,2.11,108.9
407,5,Kelly Oubre Jr.,Kelly,Oubre Jr.,F-G,6,2015,Kansas,USA,1995-12-09,1.98,92.1
408,10,Zaza Pachulia,Zaza,Pachulia,C,0,0,,,,,
409,29,Georgios Papagiannis,Georgios,Papagiannis,C,2,2016,,Greece,1997-07-03,2.16,108.9
411,5,Tony Parker,Tony,Parker,G,17,2001,,France,1982-05-17,1.88,83.9
415,28,Chris Paul,Chris,Paul,G,16,2005,Wake Forest,USA,1985-05-06,1.83,79.4
417,28,Cameron Payne,Cameron,Payne,G,6,2015,Murray State,USA,1994-08-08,1.85,83.0
418,28,Elfrid Payton,Elfrid,Payton,G,7,2014,Louisana-Lafayette,USA,1994-02-22,1.9,88.5
422,7,Kendrick Perkins,Kendrick,Perkins,C,14,2003,Clifton J. Ozen HS (TX),USA,1984-11-10,2.08,122.5
425,21,Marshall Plumlee,Marshall,Plumlee,C,2,2016,Duke,USA,1992-07-14,2.13,113.4
426,5,Mason Plumlee,Mason,Plumlee,F-C,8,2013,Duke,USA,1990-03-05,2.11,115.2
428,31,Jakob Poeltl,Jakob,Poeltl,C,5,2016,Utah,Austria,1995-10-15,2.16,111.1
429,31,Quincy Pondexter,Quincy,Pondexter,G,0,0,,,,,
430,11,Otto Porter Jr.,Otto,Porter Jr.,F,8,2013,Georgetown,USA,1993-06-03,2.03,89.8
431,21,Bobby Portis,Bobby,Portis,F,6,2015,Arkansas,USA,1995-02-10,2.08,113.4
432,8,Kristaps Porzingis,Kristaps,Porzingis,F-C,5,2015,Cajasol Sevilla,Latvia,1995-08-02,2.21,108.9
433,8,Dwight Powell,Dwight,Powell,F-C,7,2014,Stanford,Canada,1991-07-20,2.08,108.9
434,29,Norman Powell,Norman,Powell,G,6,2015,UCLA,USA,1993-05-25,1.9,97.5
437,22,Taurean Prince,Taurean,Prince,F,5,2016,Baylor,USA,1994-03-22,1.98,98.9
441,24,Julius Randle,Julius,Randle,F-C,7,2014,Kentucky,USA,1994-11-29,2.03,113.4
444,8,JJ Redick,JJ,Redick,G,15,2006,Duke,USA,1984-06-24,1.9,90.7
446,2,Josh Richardson,Josh,Richardson,G,6,2015,Tennessee,USA,1993-09-15,1.96,90.7
447,27,Malachi Richardson,Malachi,Richardson,G,2,2016,Syracuse,USA,1996-01-05,1.98,93.0
448,9,Austin Rivers,Austin,Rivers,G,9,2012,Duke,USA,1992-08-01,1.93,90.7
450,5,Brian Roberts,Brian,Roberts,G,0,0,,,,,
455,7,Rajon Rondo,Rajon,Rondo,G,15,2006,Kentucky,USA,1986-02-22,1.85,81.6
456,24,Derrick Rose,Derrick,Rose,G,12,2008,Memphis,USA,1988-10-04,1.88,90.7
457,26,Terrence Ross,Terrence,Ross,G-F,9,2012,Washington,USA,1991-02-05,1.98,93.4
458,5,Terry Rozier,Terry,Rozier,G,6,2015,Louisville,USA,1994-03-17,1.85,86.2
459,7,Ricky Rubio,Ricky,Rubio,G,10,2011,FC Barcelona,Spain,1990-10-21,1.88,86.2
462,22,D'Angelo Russell,D'Angelo,Russell,G,6,2015,Ohio State,USA,1996-02-23,1.93,87.5
463,15,Domantas Sabonis,Domantas,Sabonis,F-C,5,2016,Gonzaga,Lithuania,1996-05-03,2.11,108.9
466,15,JaKarr Sampson,JaKarr,Sampson,F,6,2014,St. John's,USA,1993-03-20,2.01,97.1
